blocks_file,start,dur,rest,mult_problemB,mult_options,stim_trial,mult_stim,type,ProblemSize,InterferenceLH,InterferenceLevel,mult_type,corrRESP,blocks_set.thisRepN,blocks_set.thisTrialN,blocks_set.thisN,blocks_set.thisIndex,TRIALS.thisRepN,TRIALS.thisTrialN,TRIALS.thisN,TRIALS.thisIndex,timer_loop.thisRepN,timer_loop.thisTrialN,timer_loop.thisN,timer_loop.thisIndex,WAIT_TEXT.started,WAIT_TEXT.stopped,scan_start_trigger.keys,scan_start_trigger.rt,scan_start_trigger.started,scan_start_trigger.stopped,MAIN_SCREEN.started,MAIN_SCREEN.stopped,Block_Text.started,Block_Text.stopped,asterisk500ms.started,asterisk500ms.stopped,mult_question_text.started,mult_question_text.stopped,equal_text.started,equal_text.stopped,blank250_text.started,blank250_text.stopped,Mult_OPTION.started,Mult_OPTION.stopped,Mult_YN.started,Mult_YN.stopped,Mult_Resp.keys,Mult_Resp.corr,Mult_Resp.rt,Mult_Resp.started,Mult_Resp.stopped,Strategy_Q.started,Strategy_Q.stopped,Strategy_Option.started,Strategy_Option.stopped,Strategy_RESP.keys,Strategy_RESP.rt,Strategy_RESP.started,Strategy_RESP.stopped,jitters.started,jitters.stopped,resting_text.started,resting_text.stopped,countdown_timer.started,countdown_timer.stopped,participant,Date of birth (DD/MM/YEAR),gender,Testing Date (DD/MM/YEAR),session,handedness,date,expName,psychopyVersion,frameRate
block5.xlsx,129.3,7.5,6.8,5 x 4,20,8,4 x 5 = 20,small-sized_high-interference,small-sized,high-interference,8,CorrectRESP,a,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,142.12141289300052,None,142.6216772429998,None,144.62185747200056,None,145.37184941000123,None,145.62178142000084,None,145.62178142000084,None,a,0,0.636111552,145.62178142000084,None,146.28822550400037,None,146.28822550400037,None,d,0.3936850959998992,146.28822550400037,None,146.70480618400143,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,143.6,7.5,5.5,6 x 5,30,14,5 x 6 = 30,large-sized_low-interference,large-sized,low-interference,6,CorrectRESP,a,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,153.50519715200062,None,154.00583619400095,None,156.00511926900072,None,156.75560733600105,None,157.00586597100119,None,157.00586597100119,None,a,0,0.7080287139997381,157.00586597100119,None,157.73836473600022,None,157.73836473600022,None,d,0.19161998799972935,157.73836473600022,None,157.95538184900033,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,156.6,7.5,6,3 x 7,24,11,7 x 3 = 24,small-sized_high-interference,small-sized,high-interference,13,IncorrectRESP,d,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,163.45514221899975,None,163.95494026100096,None,165.9553033280008,None,166.70516131800105,None,166.9549392050012,None,166.9549392050012,None,d,0,0.6070614149994071,166.9549392050012,None,167.58803997700124,None,167.58803997700124,None,d,0.069855573,167.58803997700124,None,167.6885988720005,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,170.1,7.5,7.1,5 x 7,40,17,7 x 5 = 40,large-sized_low-interference,large-sized,low-interference,7,IncorrectRESP,d,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,173.6879308610005,None,174.18808548200104,None,176.18802061899987,None,176.93842386400138,None,177.1892838390013,None,177.1892838390013,None,d,0,0.6286840160009888,177.1892838390013,None,177.83805411899993,None,177.83805411899993,None,d,0.2278865370008134,177.83805411899993,None,178.08841880900036,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,184.7,7.5,5.3,4 x 6,28,10,6 x 4 = 28,small-sized_high-interference,small-sized,high-interference,12,IncorrectRESP,d,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,185.1883296670003,None,185.70579592100148,None,187.70553826200012,None,188.45559112800038,None,188.7047380790009,None,188.7047380790009,None,d,0,0.5691529410014482,188.7047380790009,None,189.30423583800075,None,189.30423583800075,None,d,0.089696506,189.30423583800075,None,189.42230089999975,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,197.5,7.5,4.2,2 x 7,14,1,7 x 2 = 14,small-sized_low-interference,small-sized,low-interference,4,CorrectRESP,a,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,194.72208398600014,None,195.22125717700146,None,197.22172015199976,None,197.9871560749998,None,198.2381620240012,None,198.2381620240012,None,a,0,0.5478063350001321,198.2381620240012,None,198.8047086100014,None,198.8047086100014,None,d,0.19726262699987274,198.8047086100014,None,199.0218383219999,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,209.2,7.5,7.2,9 x 4,36,20,4 x 9 = 36,large-sized_high-interference,large-sized,high-interference,9,CorrectRESP,a,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,203.22185755900136,None,203.7220522280004,None,205.72188728699984,None,206.4718428110009,None,206.72286491399973,None,206.72286491399973,None,a,0,0.615215405,206.72286491399973,None,207.35372789400026,None,207.35372789400026,None,d,0.1921152399991115,207.35372789400026,None,207.5715821140002,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,223.9,7.5,4.3,4 x 4,20,4,4 x 4 = 20,small-sized_low-interference,small-sized,low-interference,5,IncorrectRESP,d,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,214.7718534659998,None,215.2716035379999,None,217.27197593300116,None,218.02170131800085,None,218.27220105000015,None,218.27220105000015,None,d,0,0.7138112900011038,218.27220105000015,None,219.0042223620003,None,219.0042223620003,None,d,0.14180160900104966,219.0042223620003,None,219.17168900900106,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,235.7,7.5,9.9,6 x 7,48,23,7 x 6 = 48,large-sized_high-interference,large-sized,high-interference,22,IncorrectRESP,d,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,223.47236425700066,None,223.97215050700106,None,225.9723108570015,None,226.72223670300082,None,226.9719009,None,226.9719009,None,d,0,0.5980908219989942,226.9719009,None,227.58661361899976,None,227.58661361899976,None,d,0.08726946,227.58661361899976,None,227.70569627199984,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,253.1,7.5,3.1,9 x 2,18,2,2 x 9 = 18,small-sized_low-interference,small-sized,low-interference,7,CorrectRESP,a,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,237.60519224200107,None,238.1064124960012,None,240.12164251600007,None,240.87193285100147,None,241.12187546600035,None,241.12187546600035,None,a,0,0.5441441679995478,241.12187546600035,None,241.6879394080006,None,241.6879394080006,None,d,0.1699340969989862,241.6879394080006,None,241.88857806800115,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,263.7,7.5,4.6,5 x 9,40,15,9 x 5 = 40,large-sized_low-interference,large-sized,low-interference,6,IncorrectRESP,d,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,244.98786738000126,None,245.4887539930005,None,247.48805599700063,None,248.238549,None,248.48983477100046,None,248.48983477100046,None,d,0,0.592050969,248.48983477100046,None,249.10479780700007,None,249.10479780700007,None,d,0.049181151000084355,249.10479780700007,None,249.17131906500072,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,275.8,7.5,3.9,7 x 8,63,22,8 x 7 = 63,large-sized_high-interference,large-sized,high-interference,9,IncorrectRESP,d,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,253.77194449200033,None,254.27219673400032,None,256.26934571400125,None,257.01085876100115,None,257.25730643600036,None,257.25730643600036,None,d,0,0.6087038480000047,257.25730643600036,None,257.8885476940013,None,257.8885476940013,None,d,0.10542332399927545,257.8885476940013,None,258.0219424120005,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,287.2,7.5,7.4,4 x 3,15,9,3 x 4 = 15,small-sized_high-interference,small-sized,high-interference,10,IncorrectRESP,d,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,261.9222824790013,None,262.4206272629999,None,264.42221650600004,None,265.1715324760007,None,265.4221733,None,265.4221733,None,d,0,0.6517174789987621,265.4221733,None,266.1040589969998,None,266.1040589969998,None,d,0.11389119299929007,266.1040589969998,None,266.2379619,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,302.1,7.5,7.1,4 x 8,32,24,8 x 4 = 32,large-sized_high-interference,large-sized,high-interference,25,CorrectRESP,a,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,273.6384598630011,None,274.138139,None,276.1385123880009,None,276.88855396800136,None,277.13844067600076,None,277.13844067600076,None,a,0,1.7114688550009305,277.13844067600076,None,278.87126349400023,None,278.87126349400023,None,a,0.530717376,278.87126349400023,None,279.4212698,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,316.7,7.5,10.8,6 x 6,36,13,6 x 6 = 36,large-sized_low-interference,large-sized,low-interference,4,CorrectRESP,a,0,0,0,0,0,23,23,23,,,,,,,,,,,,,,,286.52147963100106,None,287.0216376370008,None,289.0219204490004,None,289.77205605700146,None,290.02096347100087,None,290.02096347100087,None,a,0,0.6128977530006523,290.02096347100087,None,290.6550069109999,None,290.6550069109999,None,d,0.15494994899927406,290.6550069109999,None,290.83594397100023,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.6414099400008,None,301.6414099400008,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.65640671000074,None,302.65640671000074,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.65524158900007,None,303.65524158900007,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.6555183830005,None,304.6555183830005,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.6557173750007,None,305.6557173750007,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.6558710620011,None,306.6558710620011,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.6543204219997,None,307.6543204219997,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.65514384200105,None,308.65514384200105,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.65515105099985,None,309.65515105099985,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.6569284950001,None,310.6569284950001,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.65486978900117,None,311.65486978900117,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.6558553190007,None,312.6558553190007,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.6557410490004,None,313.6557410490004,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.65375104300074,None,314.65375104300074,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.6541548490004,None,315.6541548490004,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.6555288,None,316.6555288,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.6555406690004,None,317.6555406690004,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.6552739939998,None,318.6552739939998,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.6554494960001,None,319.6554494960001,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.6559413160012,None,320.6559413160012,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.6552703240013,None,321.6552703240013,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.6539827150009,None,322.6539827150009,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.6563255000001,None,323.6563255000001,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.6544943780009,None,324.6544943780009,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.65620560200114,None,325.65620560200114,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.65433954500077,None,326.65433954500077,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.65449156199975,None,327.65449156199975,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
block5.xlsx,,,,,,,,,,,,,,0,0,0,0,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.6578604,None,328.6578604,None,sub-03,05/02/2001,1: Male,15/07/2023,004,1: right,2023_Jul_15_1138,[FINAL]_fmri_multiplication,2021.2.3,59.96818088287982
