blocks_file,start,dur,rest,mult_problemB,mult_options,stim_trial,mult_stim,type,ProblemSize,InterferenceLH,InterferenceLevel,mult_type,corrRESP,blocks_set.thisRepN,blocks_set.thisTrialN,blocks_set.thisN,blocks_set.thisIndex,TRIALS.thisRepN,TRIALS.thisTrialN,TRIALS.thisN,TRIALS.thisIndex,timer_loop.thisRepN,timer_loop.thisTrialN,timer_loop.thisN,timer_loop.thisIndex,WAIT_TEXT.started,WAIT_TEXT.stopped,scan_start_trigger.keys,scan_start_trigger.rt,scan_start_trigger.started,scan_start_trigger.stopped,MAIN_SCREEN.started,MAIN_SCREEN.stopped,Block_Text.started,Block_Text.stopped,asterisk500ms.started,asterisk500ms.stopped,mult_question_text.started,mult_question_text.stopped,equal_text.started,equal_text.stopped,blank250_text.started,blank250_text.stopped,Mult_OPTION.started,Mult_OPTION.stopped,Mult_YN.started,Mult_YN.stopped,Mult_Resp.keys,Mult_Resp.corr,Mult_Resp.rt,Mult_Resp.started,Mult_Resp.stopped,Strategy_Q.started,Strategy_Q.stopped,Strategy_Option.started,Strategy_Option.stopped,Strategy_RESP.keys,Strategy_RESP.rt,Strategy_RESP.started,Strategy_RESP.stopped,jitters.started,jitters.stopped,resting_text.started,resting_text.stopped,countdown_timer.started,countdown_timer.stopped,participant,Date of birth (DD/MM/YEAR),gender,Testing Date (DD/MM/YEAR),session,handedness,date,expName,psychopyVersion,frameRate
,,,,,,,,,,,,,,,,,,,,,,,,,,39.14870621099999,None,s,51.556049478000205,39.14870621099999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-03,05/02/2001,1: Male,15/07/2023,001,1: right,2023_Jul_15_1045,[FINAL]_fmri_multiplication,2021.2.3,59.965441436222996
block1.xlsx,10,7.5,15.3,6 x 6,36,13,6 x 6 = 36,large-sized_low-interference,large-sized,low-interference,4,CorrectRESP,a,0,0,0,0,0,0,0,0,,,,,,,,,,,90.72853180099992,None,95.76255670299997,None,105.74973213199974,None,106.24471911699948,None,108.24299115099984,None,108.99293648999992,None,109.2403714510001,None,109.2403714510001,None,a,0,1.0053473779998967,109.2403714510001,None,110.27666940699964,None,110.27666940699964,None,d,0.9690526790000149,110.27666940699964,None,111.27657481499955,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,001,1: right,2023_Jul_15_1045,[FINAL]_fmri_multiplication,2021.2.3,59.965441436222996
block1.xlsx,32.8,7.5,2.5,2 x 9,18,2,2 x 9 = 18,small-sized_low-interference,small-sized,low-interference,7,CorrectRESP,a,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,126.57637662799971,None,127.07899431499936,None,129.09267682099926,None,129.8430495069997,None,130.09538954399977,None,130.09538954399977,None,a,0,0.7184315430004062,130.09538954399977,None,130.84334863299955,None,130.84334863299955,None,d,0.5384221200001775,130.84334863299955,None,131.40991035699972,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,001,1: right,2023_Jul_15_1045,[FINAL]_fmri_multiplication,2021.2.3,59.965441436222996
block1.xlsx,42.8,7.5,3.8,8 x 4,28,24,8 x 4 = 28,large-sized_high-interference,large-sized,high-interference,25,IncorrectRESP,d,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,133.9099409069995,None,134.4120116819995,None,136.42617721199986,None,137.1767156269998,None,137.42659036799978,None,137.42659036799978,None,d,0,0.7871363109998128,137.42659036799978,None,138.24189252499946,None,138.24189252499946,None,d,0.49991356099963014,138.24189252499946,None,138.7595730289995,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,001,1: right,2023_Jul_15_1045,[FINAL]_fmri_multiplication,2021.2.3,59.965441436222996
block1.xlsx,54.1,7.5,5.5,7 x 2,14,1,7 x 2 = 14,small-sized_low-interference,small-sized,low-interference,4,CorrectRESP,a,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,142.55917818499984,None,143.0599662,None,145.0597013,None,145.80993763099923,None,146.05841849099943,None,146.05841849099943,None,a,0,0.6993896880003376,146.05841849099943,None,146.77578212299977,None,146.77578212299977,None,d,0.2539351010000246,146.77578212299977,None,147.05971138099994,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,001,1: right,2023_Jul_15_1045,[FINAL]_fmri_multiplication,2021.2.3,59.965441436222996
block1.xlsx,67.1,7.5,3,7 x 7,56,18,7 x 7 = 56,large-sized_low-interference,large-sized,low-interference,7,IncorrectRESP,d,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,152.5597332009993,None,153.0594509349994,None,155.05960269299976,None,155.80971541999952,None,156.05969205600013,None,156.05969205600013,None,d,0,0.9140554519999569,156.05969205600013,None,156.9925754400001,None,156.9925754400001,None,d,0.6451544950004973,156.9925754400001,None,157.6592055049996,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,001,1: right,2023_Jul_15_1045,[FINAL]_fmri_multiplication,2021.2.3,59.965441436222996
block1.xlsx,77.6,7.5,2.1,3 x 4,12,9,3 x 4 = 12,small-sized_high-interference,small-sized,high-interference,10,CorrectRESP,a,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,160.6596094839997,None,161.15961560100004,None,163.15941989299972,None,163.90983369599962,None,164.15975268999955,None,164.15975268999955,None,a,0,0.9661029909993886,164.15975268999955,None,165.14228117499988,None,165.14228117499988,None,d,0.44752951099962957,165.14228117499988,None,165.60942493899984,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,001,1: right,2023_Jul_15_1045,[FINAL]_fmri_multiplication,2021.2.3,59.965441436222996
block1.xlsx,87.2,7.5,5,8 x 7,63,22,8 x 7 = 63,large-sized_high-interference,large-sized,high-interference,9,IncorrectRESP,d,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,167.70676206200005,None,168.20149777400002,None,170.2101943689995,None,170.96015795899984,None,171.20976801599954,None,171.20976801599954,None,d,0,0.7560206360003576,171.20976801599954,None,171.99486946899924,None,171.99486946899924,None,d,0.234841412,171.99486946899924,None,172.26010707299974,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,001,1: right,2023_Jul_15_1045,[FINAL]_fmri_multiplication,2021.2.3,59.965441436222996
block1.xlsx,99.7,7.5,3,5 x 5,25,3,5 x 5 = 25,small-sized_low-interference,small-sized,low-interference,3,CorrectRESP,a,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,177.25969015400005,None,177.75959134799996,None,179.7597747639993,None,180.5093380949993,None,180.75913878899973,None,180.75913878899973,None,a,0,0.6626091739999538,180.75913878899973,None,181.4425519079996,None,181.4425519079996,None,d,0.17921048999960476,181.4425519079996,None,181.64257783999983,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,001,1: right,2023_Jul_15_1045,[FINAL]_fmri_multiplication,2021.2.3,59.965441436222996
block1.xlsx,110.2,7.5,6.5,6 x 4,28,10,6 x 4 = 28,small-sized_high-interference,small-sized,high-interference,12,IncorrectRESP,d,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,184.64292144199953,None,185.14268427299976,None,187.14309446700008,None,187.89319738199993,None,188.14293163999992,None,188.14293163999992,None,d,0,0.9108684580005502,188.14293163999992,None,189.07588325199958,None,189.07588325199958,None,d,0.097964188,189.07588325199958,None,189.19196207099958,None,,,,,sub-03,05/02/2001,1: Male,15/07/2023,001,1: right,2023_Jul_15_1045,[FINAL]_fmri_multiplication,2021.2.3,59.965441436222996
